column1,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode
1089,21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.19047619,0.307692308,0
1090,48,19,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1091,51,34,0,5,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.098039216,0.147058824,0
1092,34,19,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1093,62,31,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1094,57,19,0,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1095,83,15,0,3,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1096,33,25,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1097,29,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1098,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1099,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1100,53,23,0,2,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,0,0,0.037735849,0,0
1101,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1102,34,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1103,62,23,1,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.14516129,0,0
1104,68,59,0,4,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.088235294,0.101694915,0
1105,55,16,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1106,59,17,0,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1107,157,41,0,5,0,0,1,0,0,1,0,0,2,3,0,1,0,0,0,2,0,0,0,0,1,0.114649682,0,0
1108,53,41,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1109,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1110,51,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.117647059,0,0
1111,41,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1112,50,21,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.06,0,0
1113,57,44,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1114,137,22,0,3,8,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1115,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1116,126,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.111111111,0,0
1117,76,44,0,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.013157895,0.022727273,0
1118,43,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1120,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1121,57,13,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,1,0.035087719,0,0
1122,59,31,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1123,51,17,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.117647059,0,0
1124,42,21,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1125,127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.125984252,0,0
1126,72,18,0,3,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1127,88,16,0,8,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,1,0.011363636,0,0
1128,49,23,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1129,19,12,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1130,29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1131,46,14,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1132,132,28,0,3,11,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.045454545,0,0
1133,28,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1134,48,15,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1135,81,18,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.012345679,0,0
1136,76,9,0,2,1,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1137,42,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1138,52,16,0,2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1139,42,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1140,56,30,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.125,0.1,0
1141,28,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1142,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1143,37,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.162162162,0,0
1144,65,33,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1145,132,16,1,3,0,0,1,0,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.045454545,0,0
1146,31,22,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1147,42,15,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1148,109,45,1,8,2,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.155963303,0.377777778,0
1149,117,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.162393162,0,0
1150,18,11,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1151,38,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1152,339,30,0,4,3,0,0,0,0,0,6,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.156342183,0,0
1153,118,42,1,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.194915254,0,0
1154,24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1155,48,18,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.041666667,0,0
1156,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1157,82,18,1,3,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.097560976,0,0
1158,51,18,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1159,52,16,0,2,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,1,1,0,0,0,1,0.115384615,0,0
1160,40,14,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1161,68,26,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1162,48,12,0,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1163,31,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1164,108,16,1,2,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.407407407,0,0
1165,25,17,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1166,21,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.142857143,0,0
1167,24,15,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,26,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1169,38,20,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1170,68,42,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.220588235,0,0
1171,73,14,1,3,0,0,1,0,0,1,2,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.150684932,0,0
1172,34,6,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0,0
1173,32,11,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1174,40,18,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1175,66,16,1,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0,0
1176,123,46,1,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0.154471545,0,0
1177,132,16,1,3,0,0,1,0,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.037878788,0,0
1178,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1179,125,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.112,0,0
1180,75,18,0,3,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1181,66,21,0,4,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1182,30,18,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1183,59,21,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1184,24,11,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0.125,0,0
1185,28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1186,20,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1187,46,18,0,1,1,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1188,66,21,0,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1189,100,17,0,3,9,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.07,0,0
1190,56,23,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1191,32,10,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1192,36,14,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1193,103,15,1,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.155339806,0,0
1194,116,42,1,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.163793103,0,0
1195,60,18,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1196,32,25,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.08,0
1197,32,8,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1198,130,29,0,2,1,0,1,0,0,1,3,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.023076923,0,0
1199,108,17,0,3,1,1,1,0,0,1,5,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1200,51,37,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.117647059,0.162162162,0
1201,459,23,1,5,2,0,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0.479302832,0,0
1202,21,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0
1203,30,21,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1204,56,19,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1205,186,14,1,5,0,0,1,4,0,5,1,0,0,9,0,2,0,4,0,0,2,0,1,1,0,0.107526882,0,0
1206,56,48,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1207,106,20,1,2,12,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.066037736,0,0
1208,55,14,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.381818182,0,0
1209,88,19,0,2,3,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.011363636,0,0
1210,45,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1211,33,26,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1212,56,18,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1213,44,16,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1214,138,12,0,3,8,0,0,0,0,0,1,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0.02173913,0,0
1215,43,20,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.046511628,0,0
1216,162,14,1,4,7,1,0,2,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,1,0.382716049,0,0
1218,36,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1219,75,56,0,5,19,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1220,30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1221,23,16,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1222,77,8,0,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.038961039,0,0
1223,47,31,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1224,33,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0.071428571,0
1225,53,18,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.150943396,0,0
1226,112,17,0,3,2,1,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1227,20,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1,0,0
1228,39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1230,74,20,0,2,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.027027027,0,0
1231,73,19,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1232,47,39,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,124,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.14516129,0,0
1234,46,15,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.02173913,0,0
1235,127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.188976378,0,0
1236,41,32,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1237,69,23,0,3,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,3,1,0,0,0,1,0.086956522,0,0
1238,25,14,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1239,87,23,0,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.068965517,0,0
1240,565,29,1,3,0,0,1,0,0,1,0,0,0,6,0,2,0,0,0,0,1,0,0,1,1,0.247787611,0,0
1241,43,15,0,2,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.069767442,0,0
1242,31,24,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1243,69,21,0,3,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1244,67,29,0,3,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1245,39,14,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.025641026,0,0
1246,24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1247,76,15,0,2,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1248,24,10,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.083333333,0,0
1249,60,22,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1250,128,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.1875,0,0
1251,37,25,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.216216216,0.32,0
1252,44,21,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.022727273,0,0
1253,33,26,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1254,51,10,0,1,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0.039215686,0,0
1255,72,23,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.083333333,0,0
1256,53,20,0,3,6,0,0,0,0,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1257,85,17,0,3,0,0,0,0,0,0,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.058823529,0,0
1258,22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1259,104,6,1,4,1,0,1,2,0,3,2,0,4,3,0,1,0,2,0,0,0,1,0,1,0,0.144230769,0,0
1260,36,19,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1261,67,15,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.059701493,0,0
1262,40,31,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1263,27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1264,39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1265,33,25,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1266,17,9,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1267,33,12,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1268,65,15,0,1,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0.123076923,0,0
1269,27,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1270,69,24,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1271,44,26,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1272,20,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1273,62,15,0,3,1,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.016129032,0,0
1274,396,14,1,24,0,1,2,8,0,9,18,0,1,21,0,5,0,0,0,0,1,0,1,4,1,0.047979798,0.785714286,0
1275,36,29,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0.055555556,0.068965517,0
1276,189,51,1,6,1,0,1,1,0,3,2,0,0,8,0,1,0,1,0,0,0,2,0,0,1,0.195767196,0.117647059,0
1277,26,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1278,64,23,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1279,127,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.188976378,0,0
1280,96,21,0,2,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.0625,0,0
1281,42,12,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.047619048,0.166666667,0
1282,49,28,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.081632653,0.142857143,0
1283,43,35,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1284,87,14,0,2,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.068965517,0,0
1285,56,21,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1286,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1287,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1288,51,24,0,2,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.078431373,0.166666667,0
1289,67,22,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.044776119,0,0
1290,75,23,0,5,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,0,0.013333333,0.043478261,0
1291,30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1292,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1293,22,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0,0
1294,51,18,0,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0.098039216,0,0
1295,17,10,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1296,48,15,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1297,54,35,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.018518519,0.028571429,0
1298,23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1299,52,23,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1300,56,15,0,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1301,55,16,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1302,35,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1303,31,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1304,45,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1305,63,21,0,2,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1306,60,21,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1307,32,23,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1308,66,13,0,3,5,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.257575758,0.153846154,0
1309,39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1310,80,27,0,4,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.05,0.037037037,0
1311,48,23,1,3,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0.208333333,0.260869565,0
1312,41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1313,33,25,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.272727273,0.36,0
1314,64,22,0,3,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1315,105,17,0,3,1,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.047619048,0,0
