length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
50,23,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.12,0.0,0,0,0,0,0,3,0,0,1,0,0,0,6,2,2,8,2,10,10,5,5.5,9.0,3.75,0,1,0,0,0,0,34,0.147058824,0.852941176,0,2,0,0.137931034,0,0.0,1,1,10.0,0,60.0,40.0,0,0,0,12.5,0,0,0,1,1,0,372,7297,0,0,1,5
29,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,12,1,12,12,3,5.333333333,12.0,2.0,0,0,0,0,0,0,13,0.923076923,0.076923077,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,311,1515,0,0,1,0
30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,261,0.9348659,0.0651341,0,2,0,0.235294118,0,0.0,0,1,85.0,0,93.75,6.25,0,0,0,30.76923077,0,0,0,1,1,0,0,6773,332267,0,0,4
139,54,1,5,1,0,1,2,0,3,2,0,0,4,0,1,0,2,0,0,1,1,0,0,0,0.115107914,0.0,0,0,0,1,0,3,1,0,0,0,1,0,14,7,2,3,2,17,13,17,8.0,7.5,8.375,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,15,4003,5816617,0,1,0
61,16,0,2,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.098360656,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,5,2,3,2,12,8,12,6.142857143,5.5,6.4,0,0,0,0,0,0,89,0.93258427,0.06741573,0,0,0,0.166666667,0,0.166666667,0,0,100.0,0,100.0,0.0,0,0,0,62.5,0,0,0,1,0,0,486,7913,943,0,0,6
82,16,0,2,0,0,1,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.048780488,0.0,0,0,0,0,0,2,0,0,0,0,0,0,9,3,1,5,1,30,6,30,6.888888889,5.5,7.285714286,1,1,0,0,0,0,10,0.0,1.0,0,2,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,2974,8348,1,0,1,10
39,18,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,4,1,2,14,2,14,14,5,6.0,14.0,3.333333333,2,0,0,0,0,0,23,0.260869565,0.739130435,0,3,0,0.117647059,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,71.42857143,0,0,0,1,1,0,203,162,0,0,1,0
105,15,0,2,1,0,1,0,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.038095238,0.0,0,0,0,0,0,2,1,0,0,0,0,0,11,4,1,4,1,29,6,29,7.545454545,5.0,8.111111111,1,1,0,0,0,0,33,0.393939394,0.606060606,0,4,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,2976,8346,1,0,1,10
82,20,0,3,0,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.036585366,0.0,0,0,0,0,0,3,0,0,0,0,2,0,10,2,3,4,3,9,8,9,5.9,6.0,5.875,0,0,0,0,0,0,397,0.526448363,0.473551637,0,0,0,0.079787234,0,0.0,0,1,75.0,0,1.315789474,98.68421053,0,0,0,26.19047619,0,0,0,1,1,1,0,-1,92080,0,0,4
41,34,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,21,21,0,14.5,14.5,0.0,0,1,0,0,0,0,34,0.088235294,0.911764706,0,0,0,0.419354839,0,0.032258065,0,1,0.0,0,0.0,100.0,0,0,0,33.33333333,0,0,0,1,1,0,370,7299,5682356,0,0,5
25,16,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,2,2,0,6,6,0,3.666666667,3.666666667,0.0,0,0,0,0,0,0,34,0.441176471,0.558823529,0,0,0,0.0,0,0.052631579,0,0,87.5,0,0.0,0.0,0,0,0,40.0,0,0,0,0,0,0,0,-1,8082898,0,0,3
56,21,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,3,13,13,10,6.5,8.0,5.75,0,0,0,0,0,0,232,0.99137931,0.00862069,0,0,0,1.5,0,0.0,0,0,100.0,0,85.71428571,14.28571429,0,0,0,50.0,0,0,0,0,0,0,826,6843,74297,0,0,5
47,31,1,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.212765957,0.322580645,0,0,0,0,0,3,0,0,1,0,0,0,6,8,1,1,3,14,14,4,5.166666667,6.0,3.5,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,1,0,228,5616,0,0,1,5
47,13,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,6,3,3,3,6,5,6,4.285714286,4.0,4.4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,53,2869,10478953,0,1,0
42,13,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,4,7,4,9,7,9,6.25,7.0,6.0,0,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0.0,0,0.0,0,1,50.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,124,1337,0,0,1,0
64,32,0,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,2,0,0,1,0.046875,0.09375,0,0,1,0,0,2,0,0,0,0,0,0,5,4,7,13,7,14,14,7,9.6,13.5,7.0,0,0,0,0,0,0,84,0.142857143,0.857142857,0,1,0,0.180555556,0,0.097222222,0,1,22.58064516,0,50.0,50.0,0,0,0,0.0,0,0,0,1,1,0,655,1536,4558,0,1,2
45,14,0,3,1,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,8,3,1,1,2,5,4,5,3.375,2.666666667,3.8,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,173,6402,0,0,1,2
36,20,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,2,3,2,12,12,4,5.25,7.5,3.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,380,716,0,0,1,4
33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,100,0.52,0.48,0,3,0,0.0,0,0.0,0,1,65.21739129999999,0,40.0,60.0,0,0,0,40.42553191,0,0,0,1,0,0,220,3433,375480,0,0,6
36,9,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.111111111,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,5,2,11,5,11,5.5,5.0,5.666666667,0,0,0,0,0,0,60,0.95,0.05,0,1,0,0.0,0,0.0,0,1,90.0,0,0.0,0.0,0,0,0,100.0,0,0,0,0,0,0,56,3231,423762,0,0,5
44,21,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.022727273,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,3,3,4,8,8,5,4.666666667,5.0,4.333333333,0,0,0,0,0,0,22,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,0,12872,1943,0,1,5
39,32,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.025641026,0.03125,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,19,19,0,13.5,13.5,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.230769231,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
27,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,3,3,2,3,2,7,7,2,4.0,5.0,2.0,0,0,0,0,0,0,67,0.8059701490000001,0.194029851,0,0,0,0.153846154,0,0.0,0,0,85.71428571,0,11.11111111,88.88888889,0,0,0,69.23076923,0,0,0,0,1,0,218,3434,9424,0,0,5
22,13,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,10,0,10,10,0,10.0,10.0,0.0,0,0,0,0,0,0,64,0.9375,0.0625,0,0,0,0.25,0,0.0,0,0,88.23529412,0,100.0,0.0,0,0,0,80.0,0,0,0,0,0,0,0,3328,2401957,0,0,3
25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,85,0.317647059,0.682352941,0,3,0,0.396551724,0,0.0172413789999999,0,1,14.28571429,0,0.0,100.0,0,0,0,36.50793651,0,0,0,1,1,1,0,-1,215181,0,0,4
55,16,0,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.018181818,0.0625,0,0,0,0,0,2,0,0,0,0,0,0,8,3,3,3,3,8,8,5,4.375,5.5,4.0,0,0,0,0,0,0,607,0.990115321,0.009884679,0,1,0,0.0,0,0.0,0,1,85.71428571,0,97.6744186,2.325581395,0,0,0,100.0,0,0,0,1,0,0,2067,8159,50501,0,0,3
22,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,11,0,11,11,0,11.0,11.0,0.0,0,0,0,0,0,0,5,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,25,-1,0,0,0,2
50,13,1,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.2,0.7692307690000001,0,0,1,1,1,3,0,0,0,0,1,1,13,5,2,2,2,7,3,7,3.461538462,2.5,3.888888889,1,0,0,1,0,2,44,0.545454545,0.454545455,0,1,0,0.1,0,0.0,0,1,10.0,0,50.0,50.0,0,0,0,100.0,0,0,0,1,1,1,0,-1,0,1,1,0
64,14,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,3,0,8,4,2,3,2,12,6,12,5.625,4.5,6.0,0,0,0,0,0,0,685,0.944525547,0.055474453,0,0,0,0.078947368,0,0.0,0,1,90.0,0,60.86956522,39.13043478,0,0,0,85.41666667,0,0,0,0,0,0,365,8765,76848,0,0,6
62,11,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,8,6,2,3,2,11,4,11,5.5,3.5,6.166666667,0,0,0,0,0,0,274,0.912408759,0.087591241,0,0,0,0.125,0,0.0,0,0,91.83673469,0,100.0,0.0,0,0,0,35.48387097,0,0,0,1,0,0,225,8469,42124,0,0,4
75,25,0,4,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,0,1,0.026666667,0.0,0,0,0,0,0,3,0,0,0,0,1,0,10,3,2,3,2,18,18,7,5.6,10.5,4.375,1,0,0,0,0,0,83,0.8433734940000001,0.156626506,0,3,0,0.0,0,0.0,0,1,78.57142857,0,100.0,0.0,0,0,0,50.0,0,0,0,1,1,0,338,1854,7237293,0,1,2
26,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.076923077,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,5,6,6,5,4.666666667,4.5,5.0,0,0,0,0,0,0,7,0.7142857140000001,0.285714286,0,0,0,1.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,50.0,0,0,0,1,1,0,265,3388,0,0,1,3
43,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,4,14,7,14,7.0,5.0,9.0,0,1,0,0,0,0,55,0.472727273,0.527272727,0,0,0,0.137931034,0,0.0,0,1,56.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,207,5637,2,0,0,10
169,14,0,5,0,0,1,8,0,9,0,0,0,9,0,2,0,0,0,0,1,2,1,1,0,0.023668639,0.0,0,0,1,0,0,3,0,0,0,0,0,0,28,9,1,3,1,12,6,12,4.535714286,4.5,4.538461538,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,2974,8348,1,0,1,10
160,21,1,3,1,1,1,1,0,4,0,0,0,6,0,1,0,1,0,0,1,1,0,0,1,0.1,0.0,0,0,1,0,0,3,1,0,1,0,2,0,13,9,3,3,3,43,13,43,10.38461538,8.0,10.81818182,2,0,0,0,0,0,23,0.7826086959999999,0.217391304,0,0,0,0.0,0,0.2,0,0,66.66666667,0,100.0,0.0,0,0,0,20.0,0,0,0,1,1,0,99,4284,0,0,1,1
67,11,0,1,7,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.164179104,0.181818182,0,0,0,0,0,1,0,0,0,0,0,0,12,3,1,7,1,7,7,7,3.583333333,7.0,3.272727273,0,0,0,0,0,0,67,0.701492537,0.298507463,0,1,0,0.25,0,0.0,0,1,79.16666667,0,0.0,100.0,0,0,0,18.18181818,0,0,0,0,0,0,164,4950,5977,0,0,7
79,15,0,2,1,0,0,0,0,0,0,0,4,5,0,1,0,0,0,4,0,0,0,0,1,0.101265823,0.0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,2,11,2,11,11,10,6.555555556,11.0,6.0,1,0,0,0,0,0,80,0.3625,0.6375,0,0,0,0.31372549,0,0.098039216,1,1,62.5,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,306,3347,0,0,1,2
42,16,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,1,0,0,1,0,6,4,3,3,4,8,4,8,4.333333333,3.333333333,5.333333333,0,0,0,0,0,0,31,0.709677419,0.290322581,0,2,0,0.111111111,0,0.0,0,1,81.81818182,0,0.0,0.0,0,0,0,87.5,0,0,0,1,0,0,295,5913,86462,0,0,5
46,14,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,4,4,4,10,4,12,10,12,8.0,10.0,7.333333333,0,0,0,0,0,0,16,0.125,0.875,0,1,0,0.214285714,0,0.642857143,1,1,0.0,0,0.0,100.0,0,0,0,25.0,0,0,0,1,1,0,33,1794,0,0,1,0
56,16,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,2,9,9,9,5.428571429,5.5,5.4,0,1,0,0,0,0,719,0.984700974,0.015299026,0,0,0,0.272727273,0,0.090909091,0,0,100.0,0,100.0,0.0,0,0,0,77.08333333,0,0,0,0,1,0,901,7134,13,0,0,7
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,0,0,0,0,0,22,0.318181818,0.681818182,0,2,0,0.0,0,0.0,1,1,18.18181818,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,0,86,2835,0,0,1,2
124,46,1,5,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0.225806452,0.0,0,0,0,1,0,3,0,0,0,0,1,0,13,8,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,14,4003,5828815,0,1,0
66,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,3,3,3,14,12,14,8.333333332999999,7.5,8.75,0,0,0,0,0,0,432,0.664351852,0.335648148,0,0,0,0.572413793,0,0.331034483,0,0,66.66666667,0,99.2,0.8,0,0,0,16.86046512,0,0,0,1,0,0,-1,-1,442372,0,0,5
33,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,9,9,4,4.5,5.5,3.5,0,1,0,0,0,0,543,0.948434622,0.051565378,0,0,0,0.214285714,0,0.035714286,0,0,100.0,0,100.0,0.0,0,0,0,46.15384615,0,0,0,1,1,0,905,7130,12,0,0,7
30,15,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,1,0,4,2,2,2,2,8,8,2,3.5,5.0,2.0,1,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,550,-1,0,0,1,2
90,15,0,2,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,3,3,3,13,7,13,6.181818182000001,5.0,6.444444444,0,0,0,0,0,0,155,0.916129032,0.083870968,0,0,0,0.307692308,0,0.076923077,0,1,40.0,0,100.0,0.0,0,0,0,86.95652174,0,0,0,1,1,0,0,-1,4382,0,0,6
38,25,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.210526316,0.32,0,0,0,0,1,2,0,0,0,0,0,0,3,2,3,10,3,11,11,3,8.0,10.5,3.0,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,122,1338,22211,0,1,6
36,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,3,4,14,14,4,7.0,8.5,4.0,0,0,0,0,0,0,247,0.987854251,0.012145749,0,0,0,0.0,0,0.0,0,0,75.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,76,8323,1355200,0,1,3
51,15,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.058823529,0.0,0,0,0,0,0,2,0,0,1,0,0,0,8,4,1,3,1,8,7,8,4.0,5.0,3.666666667,0,1,0,0,0,0,299,0.7692307690000001,0.230769231,0,1,0,0.072463768,0,0.028985507,0,1,77.77777778,0,44.57831325,55.42168675,0,0,0,73.68421053,0,0,0,0,1,0,59,9285,121,0,0,7
27,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,2,3,2,7,7,2,4.0,5.0,2.0,0,0,0,0,0,0,333,0.975975976,0.024024024,0,0,0,0.25,0,0.0,0,0,95.83333333,0,94.91525424,5.084745763,0,0,0,0.0,0,0,0,0,0,0,25,1801,38436,0,0,4
23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,309,56,0,0,1,0
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,36,0.7777777779999999,0.222222222,0,0,0,0.0,0,0.125,1,0,33.33333333,0,75.0,25.0,0,0,0,60.0,0,0,0,1,0,0,309,2613,4623984,0,0,3
25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,1,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,96,0.354166667,0.645833333,0,3,0,0.161290323,0,0.161290323,1,1,27.27272727,0,2.325581395,97.6744186,0,0,0,33.33333333,0,0,0,0,1,0,329,1496,1337125,0,0,2
165,23,1,6,4,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2,0,0,1,0.078787879,0.0,0,0,0,0,0,3,1,0,0,0,1,0,16,4,2,3,2,17,12,17,8.5,7.5,8.642857142999999,3,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,223,3064,0,0,1,1
54,26,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,7,18,18,11,9.75,10.5,9.0,0,0,0,0,0,0,41,0.780487805,0.219512195,0,0,0,0.111111111,0,0.222222222,0,0,0.0,0,100.0,0.0,0,0,0,66.66666667,0,0,0,1,1,0,2101,5934,1314432,0,0,4
72,24,0,3,2,0,0,0,0,0,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.041666667,0.0,0,0,0,0,0,3,1,0,0,0,1,0,12,1,1,4,1,8,8,7,4.083333333,6.0,3.444444444,0,0,0,0,0,0,38,0.842105263,0.1578947369999999,0,0,0,0.0,0,1.0,0,1,78.57142857,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,0,3003,7590,635,0,1,5
34,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0.115384615,0,0,0,0,0,2,0,0,0,0,0,0,2,4,8,8,0,13,13,0,10.5,10.5,0.0,0,0,0,0,0,0,119,0.218487395,0.781512605,0,0,0,0.021505376,0,0.010752688,0,1,20.0,0,87.5,12.5,0,0,0,0.0,0,0,0,1,1,0,644,1547,4639,0,1,2
58,19,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,4,3,3,4,11,11,9,6.833333333,7.0,6.75,0,0,0,0,0,0,369,0.986449864,0.013550136,0,1,0,0.0,0,0.0,0,1,94.11764706,0,100.0,0.0,0,0,0,88.88888889,0,0,0,0,0,0,1051,6983,3568,0,1,6
60,27,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,3,3,3,19,19,8,7.333333333,11.0,5.5,0,0,0,0,0,0,20,0.2,0.8,0,1,0,0.1875,0,0.0,0,1,0.0,0,25.0,75.0,0,0,0,25.0,0,0,0,1,1,0,632,829,0,0,1,0
61,20,0,4,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.016393443,0.0,0,0,0,0,0,3,0,0,0,0,1,0,9,5,1,3,1,10,10,9,4.444444444,6.5,3.857142857,0,0,0,0,0,0,417,0.940047962,0.059952038,0,0,0,0.0,0,0.0,0,0,100.0,0,86.0,14.0,0,0,0,68.42105263,0,0,0,0,0,0,145,7526,107288,0,0,4
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.037037037,0.055555556,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,47,0.404255319,0.595744681,0,0,0,0.25,0,0.0,0,0,25.0,0,0.0,100.0,0,0,0,27.27272727,0,0,0,1,0,0,522,3861,8439309,0,0,2
49,13,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.020408163,0.0,0,0,0,0,0,3,0,1,0,0,0,0,6,3,3,3,3,9,3,9,5.166666667,3.0,6.25,0,1,0,0,0,0,127,0.929133858,0.070866142,0,1,0,0.5555555560000001,0,0.0,0,1,66.66666667,0,100.0,0.0,0,0,0,40.0,0,0,0,0,0,0,61,8705,111648,0,0,5
45,37,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31,31,0,31,31,0,31.0,31.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,107,258,0,0,1,0
