,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
1167,24,15,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,12,0,12,12,0,12,12,0,0,0,0,0,0,0,28,0.714285714,0.285714286,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,53.84615385,0,0,0,1,0,1,0,-1,182661,0,0,4
1168,26,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,3,3,3,0,5,5,0,4,4,0,0,0,0,0,0,0,18,0.5,0.5,0,0,0,0.444444444,0,0.111111111,0,0,75,0,0,0,0,0,0,77.14285714,0,0,0,0,0,0,297,4451,2136171,0,0,3
1169,38,20,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,5,2,4,4,4,7,7,5,4.8,5,4.5,0,0,0,0,0,0,12,0.833333333,0.166666667,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,90,1736,842411,1,1,0
1170,68,42,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.220588235,0,0,0,0,1,0,3,0,0,0,0,1,0,6,5,2,3,2,15,13,15,8.666666667,8.75,8.5,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0
1171,73,14,1,3,0,0,1,0,0,1,2,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.150684932,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,1,3,1,25,7,25,6,5,6.285714286,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,326,2231,0,0,1,0
1172,34,6,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.088235294,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,3,3,3,6,3,6,3.8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,1,2
1173,32,11,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,3,8,3,8,8,4,4.75,8,3.666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,303,1887,0,0,1,0
1174,40,18,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,3,4,10,10,4,5,6.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,5088,0,0,1,0
1175,66,16,1,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,2,0,0,0,0,1,0,5,2,2,5,2,33,6,33,10,5.5,13,0,1,0,0,0,0,10,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,1,0,0,10
1176,123,46,1,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0.154471545,0,0,0,0,1,0,3,0,0,0,0,1,0,13,4,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4004,5828815,0,1,0
1177,132,16,1,3,0,0,1,0,0,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.037878788,0,0,0,0,0,0,3,0,0,0,0,0,0,9,41,2,5,2,38,6,38,12.33333333,5.5,14.28571429,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,271,7765,32,0,0,5
1178,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,520,0.976923077,0.023076923,0,0,0,0.333333333,0,0,0,0,88.23529412,0,100,0,0,0,0,38.46153846,0,0,0,0,1,0,953,4525,1136817,0,0,3
1179,125,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.112,0,0,0,0,1,0,3,1,0,0,0,1,0,12,6,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0
1180,75,18,0,3,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,9,2,3,14,3,14,14,8,6.111111111,14,5.125,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,292,72,0,0,1,0
1181,66,21,0,4,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,10,10,2,3,2,13,13,7,4.6,8,3.75,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,254,111,0,0,1,1
1182,30,18,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,3,6,3,7,7,3,5.333333333,6.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,362,7307,0,0,1,0
1183,59,21,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,8,20,13,20,11,8,14,1,0,0,0,0,0,99,0.97979798,0.02020202,0,0,0,0.5,0,0,0,0,100,0,94.44444444,5.555555556,0,0,0,0,0,0,0,1,1,0,65,3952,3862928,0,0,4
1184,24,11,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0.125,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,130,0.938461538,0.061538462,0,1,0,0.25,0,0,0,1,86.11111111,0,93.75,6.25,0,0,0,100,0,0,0,0,1,0,189,2367,470719,0,1,2
1185,28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,5,0,9,9,0,7,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,3224,2620,22448,0,0,5
1186,20,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,0,7,7,0,7,7,0,0,0,0,0,0,0,84,0.80952381,0.19047619,0,0,0,0.375,0,0,0,0,90.90909091,0,75,25,0,0,0,23.52941176,0,0,0,1,1,0,62,8337,558870,0,0,5
1187,46,18,0,1,1,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,2,2,2,11,11,7,4.833333333,6.5,4,0,0,0,0,0,0,237,0.852320675,0.147679325,0,2,0,0.114285714,0,0.028571429,0,1,88.23529412,0,0,0,0,0,0,84.32432432,0,0,0,1,1,0,363,2,0,0,1,0
1188,66,21,0,3,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,8,3,2,3,2,13,13,7,5.75,8,5,2,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,159,3859,0,0,1,2
1189,100,17,0,3,9,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.07,0,0,0,0,0,0,3,0,0,0,0,1,0,15,6,3,3,3,9,9,8,5,6,4.846153846,0,0,0,0,0,0,23,0.391304348,0.608695652,0,1,0,0.571428571,0,0.214285714,0,1,44.44444444,0,20,80,0,0,0,25,0,0,0,1,0,0,608,5601,18610,0,0,5
1190,56,23,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,15,15,10,6.666666667,9,5.5,0,0,0,0,0,0,129,0.255813953,0.744186047,0,0,0,0.09375,0,0.552083333,0,1,2.702702703,0,25,75,0,0,0,48.7804878,0,0,0,1,1,0,920,6384,37416,0,0,5
1191,32,10,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,5,5,1,1,6,6,3,6,3.4,1.666666667,6,0,0,0,0,1,0,27,0.185185185,0.814814815,0,0,0,0,0,0.045454545,1,1,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0,38,3250,421761,0,1,4
1192,36,14,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,4,4,4,3,3.5,2.75,0,1,0,0,0,0,651,0.955453149,0.044546851,0,1,0,0.103448276,0,0.034482759,0,1,88.76404494,0,100,0,0,0,0,80.95238095,0,0,0,0,1,1,0,9336,403988,0,0,3
1193,103,15,1,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.155339806,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,2,11,2,32,11,32,9.222222222,11,9,3,0,0,0,0,0,88,0.897727273,0.102272727,0,0,0,0.555555556,0,0.222222222,1,0,85.71428571,0,100,0,0,0,0,85.71428571,0,0,0,1,0,0,146,2046,0,0,1,0
1194,116,42,1,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.163793103,0,0,0,0,1,0,3,0,0,0,0,1,0,11,1,2,3,2,17,13,17,8.363636364,8.75,8.142857143,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0
1195,60,18,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,7,1,4,5,4,8,8,7,6.142857143,6.5,6,0,0,0,0,0,0,571,0.782837128,0.217162872,0,2,0,0.016129032,0,0.008064516,0,1,32.14285714,0,54.43037975,45.56962025,0,0,0,32.55813953,0,0,0,1,0,0,140,6070,14420,0,0,5
1196,32,25,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.08,0,0,0,0,0,2,0,0,0,0,0,0,2,0,10,10,0,10,10,0,10,10,0,0,0,0,0,0,0,30,0.033333333,0.966666667,0,1,0,0.24137931,0,0.103448276,1,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,54,5789,19754,0,1,3
1197,32,8,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,5,2,5,5,4,3.4,5,3,0,0,0,0,0,0,10,0.2,0.8,0,1,0,0.125,0,0,1,1,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,2363,0,0,1,0
1198,130,29,0,2,1,0,1,0,0,1,3,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0.023076923,0,0,0,0,0,0,2,1,0,1,0,1,0,13,3,1,2,1,38,11,38,8,7.666666667,8.1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,382,8018,0,0,1,4
1199,108,17,0,3,1,1,1,0,0,1,5,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,14,8,2,14,2,14,14,13,5.714285714,14,5.076923077,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0,0,0,0,1,50,0,0,100,0,0,0,0,0,0,0,1,0,0,140,4609,0,0,1,3
1200,51,37,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.117647059,0.162162162,0,0,0,0,0,3,0,0,1,0,0,0,7,1,1,1,5,7,7,5,4.714285714,4.666666667,5,1,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.294117647,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,217,5627,0,0,1,5
1201,459,23,1,5,2,0,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0.479302832,0,0,0,0,0,0,3,0,0,0,0,0,0,16,38,2,7,2,288,11,288,27,9,29.57142857,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,0,0,948,7086,18263,0,1,3
1202,21,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,3,3,6,6,3,6,4.5,3,6,0,0,0,0,0,0,24,0.041666667,0.958333333,0,0,0,0.130434783,0,0,1,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,134,3154,37405,0,1,7
1203,30,21,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,3,0,2,2,0,8,8,0,5,5,0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.230769231,0,0,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
1204,56,19,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,3,3,4,11,11,8,6.666666667,7,6.5,0,0,0,0,0,0,16,0.0625,0.9375,0,1,0,0.2,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,1,1,0,128,6082,0,0,1,2
1205,186,14,1,5,0,0,1,4,0,5,1,0,0,9,0,2,0,4,0,0,2,0,1,1,0,0.107526882,0,0,0,0,0,0,3,0,0,0,0,0,0,21,13,2,3,2,29,6,29,7.19047619,4.5,7.473684211,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,1,0,0,2974,8348,1,0,0,10
1206,56,48,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,2,0,5,0,3,3,0,12,12,0,8,8,0,2,0,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,2216,2532,514430,0,1,0
1207,106,20,1,2,12,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.066037736,0,0,0,0,0,0,2,0,0,0,0,1,0,16,5,1,3,1,12,12,9,4.9375,7.5,4.571428571,0,0,0,0,0,0,170,0.535294118,0.464705882,0,0,0,0.189873418,0,0.050632911,0,1,28.57142857,0,33.33333333,66.66666667,0,0,0,5.882352941,0,0,0,1,1,0,193,3824,216850,0,0,6
1208,55,14,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.381818182,0,0,0,0,0,0,2,0,1,0,0,0,0,3,3,2,2,32,32,8,32,14,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,47895,0,1,2
1209,88,19,0,2,3,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.011363636,0,0,0,0,0,0,2,1,0,0,0,0,0,12,0,1,15,1,15,15,8,5.5,15,4.636363636,4,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,331,3322,9101242,0,1,2
1210,45,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,4,19,4,19,19,9,10.66666667,19,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,1014,0,0,1,0
1211,33,26,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,18,0,18,18,0,18,18,0,0,0,0,0,1,0,73,0.698630137,0.301369863,0,1,0,0.772727273,0,0,0,1,60,0,100,0,0,0,0,51.35135135,0,0,0,1,1,0,357,2200,2210290,0,0,3
1212,56,18,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,3,11,7,11,5.571428571,4,6.75,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,324,2597,0,0,1,0
1213,44,16,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,3,2,3,2,9,8,9,5.4,5.5,5.333333333,0,0,0,0,0,0,158,0.601265823,0.398734177,0,1,0,0.063492063,0,0.063492063,0,1,26.08695652,0,3.333333333,96.66666667,0,0,0,46.15384615,0,0,0,0,1,0,173,8957,573,0,0,6
1214,138,12,0,3,8,0,0,0,0,0,1,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0.02173913,0,0,0,1,0,0,3,0,1,0,0,3,0,18,0,1,2,1,11,6,11,6.111111111,4,6.375,1,0,0,0,0,0,9,0.555555556,0.444444444,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,55.55555556,0,0,0,1,0,0,0,-1,703,0,1,7
1215,43,20,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.046511628,0,0,0,0,0,0,2,0,0,1,0,0,0,5,3,3,3,3,12,12,5,5.4,7.5,4,0,0,0,0,0,0,33,0.636363636,0.363636364,0,0,0,0.416666667,0,0.083333333,0,0,40,0,20,80,0,0,0,64.28571429,0,0,0,1,0,0,3437,8981,56631,0,0,3
1216,162,14,1,4,7,1,0,2,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,1,0.382716049,0,0,0,1,0,0,3,0,0,0,0,0,0,15,17,2,3,2,17,7,17,9.133333333,5,9.769230769,1,0,0,0,1,0,31,0.483870968,0.516129032,0,0,0,0.4375,0,0.625,0,1,66.66666667,0,100,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,1,0
1218,36,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,3,11,11,5,5.5,7,4,0,0,0,0,0,0,232,0.99137931,0.00862069,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,100,0,0,0,1,0,0,2308,7294,15045,0,0,5
1219,75,56,0,5,19,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,9,1,1,1,2,8,8,4,4.333333333,5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,263,467,0,0,1,0
1220,30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,186,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,1563,5742,476936,0,0,3
1221,23,16,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,70,0.9,0.1,0,0,0,0,0,0.142857143,0,0,80,0,80,20,0,0,0,50,0,0,0,1,1,0,427,8704,5332182,0,0,3
1222,77,8,0,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0.038961039,0,0,0,0,0,0,2,0,0,0,0,1,0,10,2,2,5,2,9,5,9,5.7,5,5.777777778,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,52,4726,0,0,1,1
1223,47,31,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,7,7,7,10,10,7,8,8.333333333,7,0,0,0,0,0,0,121,0.58677686,0.41322314,0,3,0,0.04,0,0.04,0,1,16.66666667,0,5.555555556,94.44444444,0,0,0,68,0,0,0,1,1,0,59,2133,17569,0,0,4
1224,33,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0.071428571,0,0,0,0,0,2,0,0,0,0,2,0,3,1,3,3,10,10,5,10,6,4,10,1,0,0,0,1,0,38,0.578947368,0.421052632,0,0,0,0,0,0.125,0,1,50,0,100,0,0,0,0,100,0,0,0,1,0,0,2430,1953,4365,0,1,3
1225,53,18,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.150943396,0,0,0,0,0,0,2,0,0,0,0,0,0,8,4,2,3,2,10,10,6,4.375,6.5,3.666666667,0,0,0,0,0,0,13,0.846153846,0.153846154,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,4
1226,112,17,0,3,2,1,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,15,2,2,14,2,14,14,13,5.866666667,14,5.285714286,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0,0,0,0,1,50,0,0,100,0,0,0,0,0,0,0,1,0,0,139,4609,0,0,1,3
1227,20,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,3,6,6,3,6,4.5,3,6,0,0,0,0,0,0,145,0.068965517,0.931034483,0,3,0,0.133333333,0,0.022222222,0,1,10,0,0,100,0,0,0,6.024096386,0,0,0,1,0,1,203,2354,2358006,0,1,4
1228,39,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,9,9,0,16,16,0,12.5,12.5,0,0,1,0,0,0,0,106,0.603773585,0.396226415,0,8,0,0,0,0,0,1,65.30612245,0,0,100,0,0,0,100,0,0,0,1,1,0,587,7448,0,0,0,8
1229,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,44,0.681818182,0.318181818,0,0,0,0.785714286,0,0.142857143,0,1,12.5,0,0,100,0,0,0,75,0,0,0,1,1,0,578,-2,94470,0,0,4
1230,74,20,0,2,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.027027027,0,0,0,0,0,0,2,1,0,0,0,0,0,8,5,2,3,2,12,12,10,6.75,7.5,6.5,0,0,0,0,0,0,131,0.93129771,0.06870229,0,0,0,0.111111111,0,0.222222222,0,1,28.57142857,0,33.33333333,66.66666667,0,0,0,83.33333333,0,0,0,1,1,0,3407,4628,214090,0,0,5
1231,73,19,0,1,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,2,15,2,15,15,10,6.875,15,5.714285714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2381,0,0,1,2
1232,47,39,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,8,8,0,25,25,0,16.5,16.5,0,1,0,0,0,0,0,41,0.512195122,0.487804878,0,0,0,0.15,0,0,0,1,33.33333333,0,0,100,0,0,0,0,0,0,0,1,1,1,0,1192,1086,0,1,3
1233,124,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.14516129,0,0,0,0,1,0,3,1,0,0,0,1,0,12,3,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5707171,0,1,0
1234,46,15,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.02173913,0,0,0,0,0,0,3,0,1,0,0,0,0,7,3,1,3,1,7,7,6,4.142857143,5,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,752,2899,0,0,1,0
1235,127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.188976378,0,0,0,0,1,0,3,1,0,0,0,1,0,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5707171,0,1,0
