column1,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
2084,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5615,0,0,1,5
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,0,1,1,0
2086,0.511627907,0.488372093,0,3,0,0.142857143,0,0.047619048,0,1,0,0,75,25,0,0,0,70.83333333,0,0,0,1,1,0,5,-1,0,0,1,2
2087,0.889655172,0.110344828,0,0,0,0,0,0,0,1,50,0,90,10,0,0,0,100,0,0,0,0,0,0,0,1954,324993,0,0,3
2088,0.52,0.48,0,0,0,0,0,0.083333333,0,0,50,0,0,0,0,0,0,0,0,0,1,1,0,0,179,7491,63,0,1,10
2089,0.947368421,0.052631579,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,33.33333333,0,0,0,1,1,0,634,-1,285559,0,0,5
2090,0.81294964,0.18705036,0,0,0,0.192307692,0,0,0,0,87.5,0,90,10,0,0,0,32.25806452,0,0,0,1,1,0,259,6680,12789,0,0,5
2091,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,1,0,1,10
2092,0.988175676,0.011824324,0,0,0,0,0,0.142857143,0,0,100,0,96.66666667,3.333333333,0,0,0,28.57142857,0,0,0,1,1,0,2012,2371,89351,0,0,4
2093,0.966666667,0.033333333,0,0,0,0,0,0,0,0,100,0,80,20,0,0,0,100,0,0,0,1,0,0,77,5767,0,0,1,2
2094,0.59375,0.40625,0,3,0,0.153846154,0,0,0,1,50,0,100,0,0,0,0,0,0,0,0,1,1,0,112,254,0,0,1,0
2095,0.19047619,0.80952381,0,1,0,0.294117647,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,217,5627,0,0,1,5
2096,0.842857143,0.157142857,0,0,0,0.272727273,0,0.090909091,0,0,100,0,0,100,0,0,0,58.33333333,0,0,0,1,1,0,410,6529,1271666,0,0,3
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2488,0,0,1,2
2098,0.947368421,0.052631579,0,0,0,1,0,0.5,0,0,100,0,90.90909091,9.090909091,0,0,0,50,0,0,0,0,0,0,363,-2,784630,0,0,3
2099,0.84,0.16,0,0,0,0,0,0.75,0,1,75,0,100,0,0,0,0,100,0,0,0,1,0,0,0,-1,80841,0,1,1
2100,0.990954774,0.009045226,0,0,0,0.222222222,0,0,0,0,69.23076923,0,98.85057471,1.149425287,0,0,0,97.79005525,0,0,0,1,1,0,1657,6660,1791361,0,0,2
2101,0.719298246,0.280701754,0,4,0,0.25,0,0,0,1,73.33333333,0,0,0,0,0,0,86.66666667,0,0,0,1,0,0,113,3539,0,0,0,3
2102,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1407,8088,7047,0,0,4
2103,0.76,0.24,0,0,0,0.875,0,0.041666667,0,0,100,0,93.33333333,6.666666667,0,0,0,8.333333333,0,0,0,1,1,1,376,-1,0,0,1,1
2104,0.27027027,0.72972973,0,0,0,0.222222222,0,0.037037037,0,0,100,0,100,0,0,0,0,22.85714286,0,0,0,1,0,0,335,8430,567,0,0,7
2105,0.183206107,0.816793893,0,1,0,0.14953271,0,0,0,1,10,0,6.666666667,93.33333333,0,0,0,1.234567901,0,0,0,0,0,0,301,8944,944274,0,0,4
2106,0.8647343,0.1352657,0,0,0,0,0,0,0,1,61.53846154,0,100,0,0,0,0,53.33333333,0,0,0,1,1,0,2506,6259,682,0,0,6
2107,0.966666667,0.033333333,0,0,0,0,0,0,0,0,100,0,80,20,0,0,0,100,0,0,0,1,0,0,76,5767,0,0,1,2
2108,0.125,0.875,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2430,1953,4365,0,0,3
2109,0.128755365,0.871244635,0,9,0,0.034482759,0,0.004926108,0,1,21.73913043,0,0,100,0,0,0,91.07142857,0,0,0,1,1,0,587,7447,0,0,0,8
2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,373,6201,171108,0,0,5
2111,0.871794872,0.128205128,0,0,0,0.2,0,0,0,0,100,0,84.61538462,15.38461538,0,0,0,78.57142857,0,0,0,0,0,0,172,7499,1079600,0,1,2
2112,0.964285714,0.035714286,0,0,0,0.4,0,0,0,0,100,0,62.5,37.5,0,0,0,71.42857143,0,0,0,0,1,0,239,2683,80446,0,0,4
2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,527,-1,0,0,1,1
2114,0.656862745,0.343137255,0,4,0,0.057142857,0,0.057142857,0,1,50,0,100,0,0,0,0,0,0,0,0,0,0,0,153,2038,2663228,0,0,3
2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,43,322,126941,0,1,0
2116,0.831081081,0.168918919,0,5,0,0,0,0.04,0,1,38.46153846,0,100,0,0,0,0,41.66666667,0,0,0,0,1,0,298,7737,1601,0,0,4
2117,0.25,0.75,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,1,0,0,292,1534,0,0,1,0
2118,0.422222222,0.577777778,0,0,0,0.019230769,0,0,0,0,83.33333333,0,2,98,0,0,0,92.30769231,0,0,0,0,0,0,334,7701,157749,0,0,3
2119,0.023076923,0.976923077,0,6,0,0.027559055,0,0.011811024,1,1,6.818181818,0,0,100,0,0,0,1.136363636,0,0,0,1,1,0,219,3799,7256020,0,0,5
2120,0.651315789,0.348684211,0,3,0,0.018867925,0,0,0,1,16.66666667,0,4.166666667,95.83333333,0,0,0,82.14285714,0,0,0,1,1,0,63,2128,17173,0,1,4
2121,0.308943089,0.691056911,0,5,0,0.294117647,0,0,0,1,7.142857143,0,0,100,0,0,0,39.68253968,0,0,0,1,1,0,371,7298,5738074,0,0,5
2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,227,5616,0,0,1,5
2123,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1,0,0,-1,67041,0,0,5
2124,0.983695652,0.016304348,0,0,0,0,0,0.333333333,1,0,92,0,100,0,0,0,0,100,0,0,0,1,1,0,323,2964,2913616,0,0,3
2125,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,0,0,952,7083,17964,0,1,3
2126,0.272727273,0.727272727,0,1,0,0.375,0,0.125,0,1,50,0,0,100,0,0,0,0,0,0,0,1,0,0,222,874,8899502,0,1,0
2127,0.171428571,0.828571429,0,1,0,0.275862069,0,0.068965517,0,1,50,0,0,100,0,0,0,13.79310345,0,0,0,1,0,0,2704,6791,296232,0,0,3
2128,0.985074627,0.014925373,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,1,0,306,4441,1175360,0,0,5
2129,0.783505155,0.216494845,0,1,0,0.095238095,0,0.19047619,0,1,85,0,100,0,0,0,0,0,0,0,0,1,1,0,190,4558,2424363,0,0,4
2130,0.333333333,0.666666667,0,0,0,0,0,0,0,1,50,0,0,100,0,0,0,0,0,0,0,1,0,0,140,4609,0,0,1,3
2131,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,326,6249,0,0,1,0
2132,0.300395257,0.699604743,0,24,0,0.011299435,0,0.02259887,0,1,2.631578947,0,0,100,0,0,0,57.14285714,0,0,0,1,1,0,79,2842,223021,0,0,2
2133,0.932038835,0.067961165,0,1,0,0.285714286,0,0,0,1,81.81818182,0,100,0,0,0,0,0,0,0,0,1,1,0,116,7189,490968,1,1,2
2134,0.879310345,0.120689655,0,0,0,0.214285714,0,0.071428571,0,1,87.09677419,0,83.33333333,16.66666667,0,0,0,0,0,0,0,0,0,0,333,6606,899,0,1,5
2135,0.516949153,0.483050847,0,1,0,0.087719298,0,0.01754386,0,1,0,0,0,100,0,0,0,80,0,0,0,0,0,0,266,3020,262457,0,0,3
2136,0.848484848,0.151515152,0,1,0,0.1,0,0,0,1,89.28571429,0,0,0,0,0,0,20,0,0,0,0,1,0,503,8833,2717,0,0,6
2137,0,1,0,0,0,2,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,1,0,-1,35701,0,1,6
2138,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,19,711,2046137,0,0,2
2139,0,1,0,1,0,0,0,0.319148936,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,242,1950,341948,0,1,1
2140,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5816617,0,1,0
2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,380,716,0,0,1,4
2141,0.907407407,0.092592593,0,0,0,0,0,0,0,0,96.42857143,0,75,25,0,0,0,83.33333333,0,0,0,0,1,0,123,3165,799767,0,0,4
2143,0.960784314,0.039215686,0,0,0,0.5,0,0,0,0,75,0,100,0,0,0,0,96.66666667,0,0,0,1,0,0,13,8387,788213,0,0,5
2144,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0
2145,0.819047619,0.180952381,0,0,0,0.473684211,0,0,0,0,68.96551724,0,66.66666667,33.33333333,0,0,0,12.5,0,0,0,1,0,0,713,8051,57926,0,0,4
2146,0.936170213,0.063829787,0,0,0,0.166666667,0,0,0,0,93.33333333,0,95,5,0,0,0,50,0,0,0,1,1,0,244,-1,2773762,0,1,2
2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,48450,0,0,6
2148,0.796610169,0.203389831,0,0,0,0.75,0,0,0,0,100,0,0,100,0,0,0,21.42857143,0,0,0,1,0,0,334,31,0,0,1,0
2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,105,-1,0,0,1,1
2150,0.571428571,0.428571429,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,0,304,5576,131599,0,0,4
2151,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,376,0,0,1,0
2152,0.982547993,0.017452007,0,1,0,0.3,0,0,0,1,73.33333333,0,99.45652174,0.543478261,0,0,0,89.65517241,0,0,0,1,1,0,62,-1,297787,0,0,4
2153,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,271,7765,32,0,0,5
2154,0.19047619,0.80952381,0,1,0,0.294117647,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,218,5626,0,0,1,5
2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,540,0,0,1,0
2156,0.936507937,0.063492063,0,0,0,0,0,0,0,0,42.85714286,0,100,0,0,0,0,100,0,0,0,1,0,0,1963,2784,71132,0,0,3
2157,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5
2158,0.428571429,0.571428571,0,0,0,0.75,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,1767,8093,3612,0,1,4
2159,0.291666667,0.708333333,0,2,0,0,0,0,0,1,11.11111111,0,42.85714286,57.14285714,0,0,0,0,0,0,0,1,1,0,188,2004,0,0,0,2
2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,179,-1,0,0,1,0
2161,0.106666667,0.893333333,0,12,0,0.089552239,0,0,0,1,0,0,14.28571429,85.71428571,0,0,0,66.66666667,0,0,0,1,1,0,230,135,0,0,1,0
2162,0.75,0.25,0,1,0,0,0,0,0,1,44.44444444,0,90,10,0,0,0,100,0,0,0,1,1,0,593,2694,0,0,1,0
2163,0.262626263,0.737373737,0,0,0,0.109589041,0,0.04109589,1,1,50,0,0,100,0,0,0,1.538461538,0,0,0,1,1,0,1280,2736,6310833,0,0,5
2164,0.969387755,0.030612245,0,0,0,0.111111111,0,0.055555556,0,1,60,0,98.33333333,1.666666667,0,0,0,96.91780822,0,0,0,1,1,0,2484,4089,0,0,1,0
2165,0.696296296,0.303703704,0,0,0,0.012195122,0,0.024390244,1,1,46.15384615,0,14.75409836,85.24590164,0,0,0,43.47826087,0,0,0,1,1,0,125,971,0,0,1,0
2166,0.480392157,0.519607843,0,3,0,0.132075472,0,0.113207547,0,1,8.333333333,0,0,100,0,0,0,81.25,0,0,0,1,1,0,371,7298,3725373,0,0,5
2167,0.166666667,0.833333333,0,1,0,0,0,1,0,1,0,0,0,100,0,0,0,100,0,0,0,1,0,0,170,4212,0,0,1,0
2168,0.483412322,0.516587678,0,2,0,0.073394495,0,0.073394495,0,1,0,0,0.980392157,99.01960784,0,0,0,0,0,0,0,1,1,0,43,323,0,0,1,0
2169,0.640625,0.359375,0,1,0,0.173913043,0,0,0,1,53.84615385,0,84.21052632,15.78947368,0,0,0,55,0,0,0,1,1,0,1972,4968,8541,0,0,4
2170,0.702564103,0.297435897,0,3,0,0.137931034,0,0.034482759,0,1,58.82352941,0,93.61702128,6.382978723,0,0,0,35.48387097,0,0,0,1,1,0,986,5222,135,0,0,8
2171,0.905517763,0.094482237,0,0,0,0.52,0,0.168,0,0,100,0,100,0,0,0,0,67.94871795,0,0,0,0,1,0,902,7133,12,0,0,7
2172,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,1,1,0,0,381,1079,710503,0,0,6
2173,0,1,0,1,0,1.166666667,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,282,7412,1561104,0,1,2
2174,0.115384615,0.884615385,0,0,0,0,0,0.086956522,0,1,7.692307692,0,0,0,0,0,0,0,0,0,0,1,0,0,381,8019,0,0,1,4
2175,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3993,5707171,0,1,0
2176,0,1,0,0,0,0,0,0.571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,382,8018,0,0,1,4
2177,0.659574468,0.340425532,0,2,0,0,0,0.0625,0,1,75,0,0,100,0,0,0,66.66666667,0,0,0,0,0,0,1360,3022,32574,0,0,5
2178,0.248513674,0.751486326,0,95,0,0,0,0,0,1,0,0,0,100,0,0,0,92.59259259,0,0,0,1,1,0,46,5797,4997,0,1,5
2179,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,3166,37159,0,1,7
2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,37441,0,1,5
2182,0.973880597,0.026119403,0,0,0,0.571428571,0,0,0,1,81.81818182,0,100,0,0,0,0,55.55555556,0,0,0,1,1,0,112,-1,48772,0,1,4
2183,0.902439024,0.097560976,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,0,0,0,0,0,0,39,6535,1326081,0,0,4
2184,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
2185,0.132075472,0.867924528,0,0,0,0.086956522,0,0,0,1,0,0,4,96,0,0,0,19.04761905,0,0,0,1,1,0,487,-1,0,0,0,0
2186,0.666666667,0.333333333,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,1,0,0,259,836,0,0,1,0
2187,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1391,5074,468378,0,0,4
2188,0.778561354,0.221438646,0,5,0,0.585987261,0,0.127388535,0,1,7.692307692,0,0,100,0,0,0,64.60176991,0,0,0,1,1,0,3473,7118,32707,0,1,4
2189,0.147058824,0.852941176,0,2,0,0.137931034,0,0,1,1,10,0,60,40,0,0,0,12.5,0,0,0,1,1,0,372,7297,0,0,1,5
2190,0.923076923,0.076923077,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,1,0,311,1515,0,0,1,0
2191,0.9348659,0.0651341,0,2,0,0.235294118,0,0,0,1,85,0,93.75,6.25,0,0,0,30.76923077,0,0,0,1,1,0,0,6773,332267,0,0,4
2192,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,15,4003,5816617,0,1,0
2193,0.93258427,0.06741573,0,0,0,0.166666667,0,0.166666667,0,0,100,0,100,0,0,0,0,62.5,0,0,0,1,0,0,486,7913,943,0,0,6
2194,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,1,0,1,10
2195,0.260869565,0.739130435,0,3,0,0.117647059,0,0,0,1,0,0,0,100,0,0,0,71.42857143,0,0,0,1,1,0,203,162,0,0,1,0
2196,0.393939394,0.606060606,0,4,0,0,0,0,0,1,33.33333333,0,0,100,0,0,0,100,0,0,0,1,1,0,2976,8346,1,0,1,10
2197,0.526448363,0.473551637,0,0,0,0.079787234,0,0,0,1,75,0,1.315789474,98.68421053,0,0,0,26.19047619,0,0,0,1,1,1,0,-1,92080,0,0,4
2198,0.088235294,0.911764706,0,0,0,0.419354839,0,0.032258065,0,1,0,0,0,100,0,0,0,33.33333333,0,0,0,1,1,0,370,7299,5682356,0,0,5
2199,0.441176471,0.558823529,0,0,0,0,0,0.052631579,0,0,87.5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,-1,8082898,0,0,3
2200,0.99137931,0.00862069,0,0,0,1.5,0,0,0,0,100,0,85.71428571,14.28571429,0,0,0,50,0,0,0,0,0,0,826,6843,74297,0,0,5
2201,0.19047619,0.80952381,0,1,0,0.176470588,0,0,0,1,0,0,20,80,0,0,0,25,0,0,0,1,1,0,228,5616,0,0,1,5
2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,2869,10478953,0,1,0
2203,0.333333333,0.666666667,0,0,0,0,0,0,0,1,50,0,0,100,0,0,0,0,0,0,0,1,0,0,124,1337,0,0,1,0
2204,0.142857143,0.857142857,0,1,0,0.180555556,0,0.097222222,0,1,22.58064516,0,50,50,0,0,0,0,0,0,0,1,1,0,655,1536,4558,0,1,2
2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,173,6402,0,0,1,2
2207,0.52,0.48,0,3,0,0,0,0,0,1,65.2173913,0,40,60,0,0,0,40.42553191,0,0,0,1,0,0,220,3433,375480,0,0,6
2208,0.95,0.05,0,1,0,0,0,0,0,1,90,0,0,0,0,0,0,100,0,0,0,0,0,0,56,3231,423762,0,0,5
2209,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,0,0,0,12872,1943,0,1,5
2210,0.071428571,0.928571429,0,0,0,0.230769231,0,0,0,1,0,0,0,0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5
2211,0.805970149,0.194029851,0,0,0,0.153846154,0,0,0,0,85.71428571,0,11.11111111,88.88888889,0,0,0,69.23076923,0,0,0,0,1,0,218,3434,9424,0,0,5
2212,0.9375,0.0625,0,0,0,0.25,0,0,0,0,88.23529412,0,100,0,0,0,0,80,0,0,0,0,0,0,0,3328,2401957,0,0,3
2213,0.317647059,0.682352941,0,3,0,0.396551724,0,0.017241379,0,1,14.28571429,0,0,100,0,0,0,36.50793651,0,0,0,1,1,1,0,-1,215181,0,0,4
2214,0.990115321,0.009884679,0,1,0,0,0,0,0,1,85.71428571,0,97.6744186,2.325581395,0,0,0,100,0,0,0,1,0,0,2067,8159,50501,0,0,3
2215,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,1,0,0,25,-1,0,0,0,2
2216,0.545454545,0.454545455,0,1,0,0.1,0,0,0,1,10,0,50,50,0,0,0,100,0,0,0,1,1,1,0,-1,0,1,1,0
2217,0.944525547,0.055474453,0,0,0,0.078947368,0,0,0,1,90,0,60.86956522,39.13043478,0,0,0,85.41666667,0,0,0,0,0,0,365,8765,76848,0,0,6
2218,0.912408759,0.087591241,0,0,0,0.125,0,0,0,0,91.83673469,0,100,0,0,0,0,35.48387097,0,0,0,1,0,0,225,8469,42124,0,0,4
2219,0.843373494,0.156626506,0,3,0,0,0,0,0,1,78.57142857,0,100,0,0,0,0,50,0,0,0,1,1,0,338,1854,7237293,0,1,2
2220,0.714285714,0.285714286,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,50,0,0,0,1,1,0,265,3388,0,0,1,3
2221,0.472727273,0.527272727,0,0,0,0.137931034,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,1,0,207,5637,2,0,0,10
2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,8348,1,0,1,10
2223,0.782608696,0.217391304,0,0,0,0,0,0.2,0,0,66.66666667,0,100,0,0,0,0,20,0,0,0,1,1,0,99,4284,0,0,1,1
2224,0.701492537,0.298507463,0,1,0,0.25,0,0,0,1,79.16666667,0,0,100,0,0,0,18.18181818,0,0,0,0,0,0,164,4950,5977,0,0,7
2225,0.3625,0.6375,0,0,0,0.31372549,0,0.098039216,1,1,62.5,0,100,0,0,0,0,0,0,0,0,1,1,0,306,3347,0,0,1,2
2226,0.709677419,0.290322581,0,2,0,0.111111111,0,0,0,1,81.81818182,0,0,0,0,0,0,87.5,0,0,0,1,0,0,295,5913,86462,0,0,5
2227,0.125,0.875,0,1,0,0.214285714,0,0.642857143,1,1,0,0,0,100,0,0,0,25,0,0,0,1,1,0,33,1794,0,0,1,0
2228,0.984700974,0.015299026,0,0,0,0.272727273,0,0.090909091,0,0,100,0,100,0,0,0,0,77.08333333,0,0,0,0,1,0,901,7134,13,0,0,7
2230,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,14,4003,5828815,0,1,0
2231,0.664351852,0.335648148,0,0,0,0.572413793,0,0.331034483,0,0,66.66666667,0,99.2,0.8,0,0,0,16.86046512,0,0,0,1,0,0,-1,-1,442372,0,0,5
2232,0.948434622,0.051565378,0,0,0,0.214285714,0,0.035714286,0,0,100,0,100,0,0,0,0,46.15384615,0,0,0,1,1,0,905,7130,12,0,0,7
2233,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,550,-1,0,0,1,2
2234,0.916129032,0.083870968,0,0,0,0.307692308,0,0.076923077,0,1,40,0,100,0,0,0,0,86.95652174,0,0,0,1,1,0,0,-1,4382,0,0,6
2235,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1338,22211,0,1,6
2236,0.987854251,0.012145749,0,0,0,0,0,0,0,0,75,0,0,100,0,0,0,100,0,0,0,1,1,0,76,8323,1355200,0,1,3
2237,0.769230769,0.230769231,0,1,0,0.072463768,0,0.028985507,0,1,77.77777778,0,44.57831325,55.42168675,0,0,0,73.68421053,0,0,0,0,1,0,59,9285,121,0,0,7
2238,0.975975976,0.024024024,0,0,0,0.25,0,0,0,0,95.83333333,0,94.91525424,5.084745763,0,0,0,0,0,0,0,0,0,0,25,1801,38436,0,0,4
2239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,309,56,0,0,1,0
2240,0.777777778,0.222222222,0,0,0,0,0,0.125,1,0,33.33333333,0,75,25,0,0,0,60,0,0,0,1,0,0,309,2613,4623984,0,0,3
2241,0.354166667,0.645833333,0,3,0,0.161290323,0,0.161290323,1,1,27.27272727,0,2.325581395,97.6744186,0,0,0,33.33333333,0,0,0,0,1,0,329,1496,1337125,0,0,2
2242,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,1,0,0,223,3064,0,0,1,1
2243,0.780487805,0.219512195,0,0,0,0.111111111,0,0.222222222,0,0,0,0,100,0,0,0,0,66.66666667,0,0,0,1,1,0,2101,5934,1314432,0,0,4
2244,0.842105263,0.157894737,0,0,0,0,0,1,0,1,78.57142857,0,100,0,0,0,0,0,0,0,0,0,0,0,3003,7590,635,0,1,5
2245,0.218487395,0.781512605,0,0,0,0.021505376,0,0.010752688,0,1,20,0,87.5,12.5,0,0,0,0,0,0,0,1,1,0,644,1547,4639,0,1,2
2246,0.986449864,0.013550136,0,1,0,0,0,0,0,1,94.11764706,0,100,0,0,0,0,88.88888889,0,0,0,0,0,0,1051,6983,3568,0,1,6
2247,0.2,0.8,0,1,0,0.1875,0,0,0,1,0,0,25,75,0,0,0,25,0,0,0,1,1,0,632,829,0,0,1,0
2248,0.940047962,0.059952038,0,0,0,0,0,0,0,0,100,0,86,14,0,0,0,68.42105263,0,0,0,0,0,0,145,7526,107288,0,0,4
2249,0.404255319,0.595744681,0,0,0,0.25,0,0,0,0,25,0,0,100,0,0,0,27.27272727,0,0,0,1,0,0,522,3861,8439309,0,0,2
2250,0.929133858,0.070866142,0,1,0,0.555555556,0,0,0,1,66.66666667,0,100,0,0,0,0,40,0,0,0,0,0,0,61,8705,111648,0,0,5
2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,107,258,0,0,1,0
2252,0.933333333,0.066666667,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,100,0,0,0,1,1,0,353,2204,5038359,0,1,0
2253,0.666666667,0.333333333,0,1,0,0,0,0,0,1,66.66666667,0,0,0,0,0,0,0,0,0,0,1,0,0,319,2238,8666349,0,0,0
2254,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,1,1,0,25,3992,5697976,0,1,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,437,81638,0,1,1
2256,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,230,135,0,0,1,0
2257,0.984555985,0.015444015,0,0,0,0.5,0,0.25,0,0,100,0,0,100,0,0,0,0,0,0,0,1,1,0,264,6311,0,0,0,4
2258,0.722222222,0.277777778,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,174,7496,1144878,0,1,4
2259,0.736842105,0.263157895,0,0,0,0.15,0,0,0,0,0,0,0,100,0,0,0,71.56862745,0,0,0,1,1,0,3158,3781,6366,0,1,7
2260,0.311740891,0.688259109,0,2,0,0.376470588,0,0.035294118,0,1,64,0,14.28571429,85.71428571,0,0,0,20,0,0,0,1,1,0,271,7764,32,0,0,5
2261,0.675324675,0.324675325,0,6,0,0,0,0,0,1,37.5,0,83.33333333,16.66666667,0,0,0,93.93939394,0,0,0,1,1,0,1993,2025,174867,0,0,4
2262,0.992366412,0.007633588,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,1,0,239,5239,643440,0,0,3
2263,1,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,1,0,-1,2619360,0,0,4
