column1,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks
1923,0,0,1,0,3,0,1,0,0,1,0,4,1,3,3,0,9,9,0,5.75,5.75,0,0,0,0,0,0,2,29
1924,0,0,0,0,1,0,0,0,0,1,0,1,0,13,13,0,13,13,0,13,13,0,0,0,0,0,0,0,173
1925,0,0,0,0,2,1,0,0,0,0,0,3,0,3,3,0,10,10,0,7,7,0,0,0,0,0,0,0,13
1926,0,0,0,0,2,0,0,0,0,1,0,9,3,2,3,2,10,10,6,4,6.5,3.285714286,0,0,0,0,0,0,279
1927,0,0,0,0,1,0,0,0,0,0,0,2,0,14,18,14,18,18,14,16,18,14,0,0,0,0,0,0,3
1928,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,43
1929,0,0,0,0,1,1,0,0,0,1,0,4,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,23
1930,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,5,6,6,6,5.333333333,4.5,5.75,0,0,0,0,0,0,76
1931,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,0,8,8,0,5.25,5.25,0,0,0,0,0,0,0,44
1932,0,0,0,0,3,1,0,0,0,0,0,17,1,2,4,2,12,7,12,5.647058824,5.5,5.666666667,5,0,0,0,0,0,0
1933,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,308
1934,0,0,0,0,2,1,0,0,0,0,0,9,5,2,3,2,18,9,18,7.444444444,6,7.857142857,3,0,0,0,0,0,0
1935,0,0,0,0,2,1,0,0,0,0,0,21,3,1,6,1,13,6,13,5.380952381,6,5.35,2,0,0,0,0,0,8
1936,0,0,0,0,2,0,0,0,0,1,0,2,2,11,11,0,14,14,0,12.5,12.5,0,1,0,0,0,0,2,47
1937,0,0,0,0,3,0,0,0,0,1,0,5,3,3,3,4,10,10,6,5.4,6.5,4.666666667,0,0,0,0,0,0,26
1938,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,3,3,0,2.5,2.5,0,0,0,0,0,1,0,22
1939,0,0,0,0,2,1,1,0,0,1,0,5,4,3,3,7,9,3,9,6.2,3,8.333333333,0,1,0,0,0,0,39
1940,0,0,0,0,2,1,0,0,0,1,0,11,7,2,3,2,15,15,8,6,9,5.333333333,0,0,0,0,0,0,23
1941,0,0,0,0,3,0,0,0,0,1,0,7,5,3,3,4,10,9,10,6.714285714,7.25,6,0,0,0,0,0,0,70
1942,0,0,0,0,3,1,0,0,0,0,0,11,3,2,3,2,13,13,13,6.181818182,8,5.777777778,4,0,0,0,0,0,45
1943,0,0,0,0,3,1,0,0,0,1,0,6,4,2,3,2,10,10,9,6.5,6.5,6.5,2,0,0,0,0,0,17
1944,0,0,0,0,3,0,0,0,0,2,0,6,1,2,2,3,8,8,6,4.5,5,4.25,0,0,0,0,0,0,560
1945,0,0,0,0,2,1,0,1,0,0,0,6,5,2,3,2,10,7,10,5.833333333,5,6.25,0,1,0,0,0,0,187
1946,0,0,0,0,1,1,0,0,0,0,0,17,9,2,10,2,10,10,10,6.117647059,10,5.875,3,0,0,0,0,0,22
1947,0,0,0,0,3,0,0,0,0,1,0,21,3,2,3,2,8,5,8,4.333333333,4,4.368421053,0,0,0,0,0,0,55
1949,0,1,1,1,3,0,0,0,0,0,0,9,0,2,2,2,5,3,5,3,2.75,3.2,0,0,0,0,0,2,0
1950,0,0,0,0,3,0,0,0,0,0,0,10,3,1,3,1,15,15,14,6.1,9,5.375,0,0,0,0,0,0,0
1951,0,0,0,0,2,1,0,0,0,1,0,3,1,2,2,0,5,5,0,3.666666667,3.666666667,0,1,0,0,0,1,2,47
1952,0,0,0,0,3,1,0,0,0,1,0,11,3,2,3,2,14,14,14,7.545454545,8.5,7.333333333,2,0,0,0,0,2,154
1953,0,0,0,0,2,1,0,0,0,0,0,9,0,3,7,3,8,8,8,5.777777778,7.5,5.285714286,1,0,0,0,0,0,6
1954,0,0,0,0,2,0,0,0,0,0,0,2,0,9,9,0,11,11,0,10,10,0,0,0,0,0,0,0,51
1955,0,0,0,0,2,0,0,1,0,1,0,5,0,3,6,3,10,10,10,6.6,8,5.666666667,0,0,0,0,0,0,69
1956,0,0,0,0,2,0,0,0,0,0,0,5,3,3,3,3,10,10,8,5.6,6.5,5,1,0,0,0,0,0,6
1957,0,0,0,0,3,0,0,0,0,1,0,7,3,1,3,1,11,11,8,5.714285714,7,5.2,0,0,0,0,0,0,409
1958,0,0,0,0,3,1,1,0,0,0,0,16,4,2,3,2,11,5,11,5.625,4,5.857142857,0,0,0,1,0,0,22
1959,0,0,0,0,2,0,0,0,0,1,0,3,0,3,22,3,22,22,3,9.333333333,22,3,0,0,0,0,0,0,4
1960,0,0,0,0,1,0,0,0,0,0,0,2,0,3,3,5,5,3,5,4,3,5,0,0,0,0,0,0,24
1961,0,0,0,0,2,0,0,0,0,0,0,3,0,3,15,3,15,15,4,7.333333333,15,3.5,0,0,0,0,0,0,14
1962,0,0,0,0,3,0,0,0,0,0,0,3,1,2,2,0,8,8,0,5,5,0,0,0,0,0,0,0,228
1963,0,0,0,0,1,0,1,0,0,0,0,1,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,13
1964,0,0,0,0,2,0,0,0,0,0,0,5,5,3,3,3,9,9,9,6,6,6,0,0,0,0,0,0,484
1965,0,0,0,0,1,0,0,0,0,1,0,8,1,3,7,3,7,7,7,5.625,7,5.428571429,0,0,0,0,0,0,187
1966,0,0,1,0,3,1,0,0,0,0,0,12,2,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51
1967,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,108
1968,0,0,0,0,2,0,0,0,0,0,0,5,3,3,3,4,11,11,10,6.6,7,6.333333333,0,1,0,0,0,0,84
1969,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,2
1970,0,0,0,0,1,1,0,0,0,0,0,4,0,4,5,4,9,9,7,6.25,7,5.5,0,0,0,0,0,0,0
1971,0,0,0,0,1,0,0,0,0,0,0,1,0,12,12,0,12,12,0,12,12,0,0,0,0,0,0,0,145
1972,0,0,0,0,2,0,0,0,0,0,0,8,2,4,7,4,9,9,8,6.75,8,6.333333333,0,0,0,0,0,0,536
1973,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,0,0,0,0,0,261
1974,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,66
1975,0,0,0,0,3,0,1,0,0,0,0,6,0,3,13,3,14,13,14,7.666666667,13,6.6,1,0,0,0,0,0,33
1976,0,0,0,0,2,1,0,1,0,0,0,5,0,1,3,1,8,8,1,3.6,5.333333333,1,0,1,0,0,0,0,14
1978,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,17
1979,0,0,0,0,2,1,0,0,0,0,0,8,3,3,3,6,10,9,10,7.75,6,8.333333333,0,0,0,0,0,0,39
1980,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,6,20,20,7,9,11.5,6.5,1,0,0,0,0,1,0
1981,0,0,0,0,3,0,0,0,0,0,0,5,1,3,8,3,32,14,32,12,11,12.66666667,0,0,0,0,0,0,21
1982,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,1641
1983,0,0,0,0,3,0,0,0,0,0,0,8,4,2,3,2,8,8,6,4.625,5.5,4.333333333,0,0,0,0,0,0,89
1984,0,0,0,0,3,0,0,0,0,0,0,13,5,2,4,2,22,4,22,5.538461538,4,5.666666667,1,0,0,0,0,0,0
1985,0,0,0,0,2,0,1,0,0,0,0,5,5,2,3,2,6,6,3,3.4,4.5,2.666666667,0,1,0,0,0,0,18
1986,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,178
1987,0,0,0,0,3,0,0,0,0,0,0,7,6,2,3,2,42,42,8,9.571428571,22.5,4.4,0,0,0,0,0,0,54
1988,0,0,0,0,3,0,0,0,0,0,0,13,1,1,8,1,11,11,11,6.615384615,9.5,6.090909091,2,0,0,0,0,0,280
1989,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,9,9,0,8.5,8.5,0,0,1,0,0,0,0,14
1990,0,0,0,0,2,1,0,1,0,0,0,3,3,3,3,0,9,9,0,6.333333333,6.333333333,0,0,0,0,0,0,0,16
1991,0,1,0,0,2,1,0,0,0,2,0,7,0,2,18,2,18,18,18,8.857142857,18,7.333333333,2,0,0,0,0,0,0
1992,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,4,17,17,5,6.166666667,10,4.25,1,0,0,0,0,0,111
1993,0,0,0,0,3,0,1,0,0,2,0,8,4,3,3,4,11,4,11,5.625,3.5,6.333333333,0,0,0,0,0,0,154
2075,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,0
1994,0,0,1,0,3,1,0,0,0,0,0,12,4,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51
1995,0,0,0,0,3,0,0,1,0,0,0,11,0,2,3,2,13,10,13,5.090909091,6.5,4.777777778,1,0,0,0,0,0,0
1996,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0,0,0,0,0,0,0,374
1997,0,0,1,0,2,0,0,1,0,0,0,2,1,8,8,0,23,23,0,15.5,15.5,0,0,1,0,0,0,0,190
1998,0,0,0,0,2,0,0,0,0,1,0,6,4,3,3,9,30,11,30,16.5,7,21.25,0,0,0,0,0,0,36
1999,0,0,0,0,3,1,0,0,0,0,0,9,3,2,3,2,12,12,7,5,7.5,4.285714286,2,0,0,0,0,0,0
2000,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,39
2001,0,0,1,0,3,1,0,0,0,1,0,13,4,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,4
2002,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,17,17,0,12.5,12.5,0,0,1,0,0,0,0,14
2003,0,0,0,0,3,1,0,0,0,0,0,9,1,3,4,3,11,11,7,5.222222222,7.5,4.571428571,2,0,0,0,0,0,17
2004,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,15,15,0,9,9,0,0,0,0,0,0,0,116
2005,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,21,21,0,12,12,0,0,0,0,0,0,0,55
2006,0,0,0,0,3,0,0,0,0,3,0,5,4,3,3,4,10,8,10,6.2,5.5,6.666666667,0,0,0,0,0,0,169
2007,0,0,0,0,2,0,0,0,0,0,0,4,5,2,3,2,16,16,4,6.25,9.5,3,0,0,0,0,0,0,169
2008,0,0,0,0,3,0,0,0,0,0,0,8,0,4,7,4,13,13,12,7.375,10,6.5,0,0,0,0,0,0,6
2009,0,0,0,0,2,0,0,0,0,1,0,4,5,2,3,2,13,13,11,7.25,8,6.5,0,0,0,0,0,0,4
2010,0,0,0,0,2,0,0,0,0,0,0,1,0,20,20,0,20,20,0,20,20,0,0,0,0,0,0,0,22
2011,0,0,0,0,1,0,0,0,0,0,0,1,0,7,7,0,7,7,0,7,7,0,0,0,0,0,0,0,127
2012,0,0,0,0,2,0,0,0,0,0,0,6,0,2,15,2,32,15,32,11.5,15,10.8,0,0,0,0,0,0,64
2013,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,40
2014,0,0,0,0,3,0,0,0,0,0,0,6,4,3,3,3,15,15,8,7.5,9,6.75,0,0,0,0,0,0,59
2015,0,0,0,0,3,0,0,1,0,1,0,8,4,3,3,4,15,15,9,6.75,9,6,0,0,0,0,0,0,128
2016,0,0,0,0,2,0,0,0,0,1,0,11,1,1,4,1,39,6,39,8.272727273,5,9,1,1,0,0,0,0,25
2017,0,0,0,0,3,0,0,0,0,0,0,5,1,3,4,3,10,5,10,6,4.5,7,0,0,0,0,0,0,0
2018,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,10,10,6,6.25,6.5,6,0,0,0,0,0,0,102
2019,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,514
2020,0,0,0,0,2,0,1,0,0,2,0,5,2,2,2,5,8,8,5,4.8,4.75,5,1,0,0,0,0,0,10
2021,0,0,0,0,2,1,0,0,0,0,0,5,4,3,3,10,10,7,10,7.4,5.666666667,10,0,0,0,0,0,0,268
2022,0,0,0,0,3,1,0,0,0,0,0,6,5,2,3,2,9,9,5,4.333333333,6,3.5,1,0,0,0,0,1,0
2023,0,0,0,1,2,0,0,0,0,1,0,3,2,3,10,3,11,11,3,8,10.5,3,0,0,0,0,0,0,8
2024,0,0,0,0,2,1,0,0,0,0,0,5,4,2,2,2,9,3,9,4.4,2.5,5.666666667,0,0,0,0,0,0,825
2025,0,0,0,0,2,0,0,0,0,0,0,3,0,3,15,3,15,15,4,7.333333333,15,3.5,1,0,0,0,0,0,7
2026,0,0,1,0,3,1,0,0,0,1,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,4
2027,0,1,0,0,2,0,0,0,0,1,0,16,3,1,3,1,8,7,8,4.3125,5,4.214285714,0,0,0,0,0,0,66
2028,0,0,0,0,3,1,0,0,0,0,0,11,2,2,3,2,18,9,18,6.090909091,6,6.111111111,0,0,0,0,0,0,28
2029,0,0,0,0,2,0,0,0,0,0,0,19,2,1,2,1,9,9,6,2.789473684,5.5,2.470588235,0,1,0,0,0,0,361
2030,0,0,0,0,2,0,0,0,0,0,0,4,0,3,8,3,8,8,8,6,8,5.333333333,0,0,0,0,0,0,4
2031,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,19,19,0,11,11,0,0,0,0,0,0,0,17
2032,0,0,1,0,3,0,0,0,0,1,0,13,5,2,3,2,17,13,17,7.461538462,7.6,7.375,0,0,0,0,0,0,51
2033,0,0,0,0,2,0,1,0,0,0,0,5,1,4,8,4,8,8,7,5.4,8,4.75,0,0,0,0,0,0,0
2034,0,0,0,0,1,0,0,1,0,1,0,2,1,6,12,6,12,12,6,9,12,6,0,0,0,0,0,0,82
2035,0,0,0,0,2,0,0,0,0,2,0,4,0,2,7,2,8,8,6,5.75,7.5,4,0,0,0,0,0,0,116
2036,0,0,0,0,1,0,0,0,0,2,0,2,0,4,9,4,9,9,4,6.5,9,4,0,0,0,0,0,0,23
2037,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,0,82
2038,0,0,0,0,1,0,1,0,0,0,0,1,0,9,9,0,9,9,0,9,9,0,0,0,0,0,0,0,99
2039,0,0,0,0,2,0,1,0,0,1,0,5,3,3,3,3,7,3,7,4,3,4.666666667,0,0,0,0,0,0,109
2040,0,0,0,0,2,0,0,0,0,0,0,5,1,2,2,0,8,8,0,5.4,5.4,0,1,0,0,0,0,0,11
2041,0,0,1,0,2,0,0,0,0,0,0,2,1,11,11,0,16,16,0,13.5,13.5,0,0,0,0,0,0,0,1
2042,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,13,13,0,8,8,0,0,0,0,0,0,0,116
2043,0,0,0,0,2,0,0,0,0,0,0,7,2,2,2,2,9,9,9,4.714285714,5.5,4.4,0,1,0,0,0,0,1008
2044,0,0,0,0,2,0,0,0,0,0,0,2,4,6,6,0,13,13,0,9.5,9.5,0,0,0,0,0,0,0,112
2045,0,0,0,0,1,0,0,0,0,0,0,3,0,4,9,4,10,9,10,7.666666667,9,7,0,0,0,0,0,0,51
2046,0,0,0,0,2,0,1,0,0,1,0,5,3,3,3,3,7,7,7,4.8,5,4.666666667,0,0,0,0,0,0,188
2047,0,0,0,0,3,0,0,0,0,0,0,12,0,3,7,3,11,8,11,6.666666667,7.5,6.5,0,0,0,0,1,0,1
2048,0,0,0,0,3,0,0,0,0,0,0,6,4,3,3,3,11,9,11,5.5,6,5.25,0,0,0,0,0,0,0
2049,0,0,0,1,2,0,0,0,0,0,0,3,0,7,9,7,15,15,7,10.33333333,12,7,0,0,0,0,0,0,0
2050,0,0,0,1,3,0,0,0,0,0,0,4,1,4,10,4,11,11,7,8,10.5,5.5,1,0,0,0,0,0,8
2051,0,0,0,0,2,0,0,1,0,2,0,2,3,3,3,0,17,17,0,10,10,0,0,0,0,0,0,0,50
2052,0,0,0,0,3,0,0,0,0,0,0,8,3,3,3,3,12,12,5,5,7.5,4.166666667,0,0,0,0,0,0,226
2053,0,0,0,0,3,0,0,1,0,1,0,8,3,3,3,4,15,15,8,7,9,6.333333333,0,0,0,0,0,0,64
2054,0,0,0,0,2,0,0,1,0,0,0,5,0,3,12,3,12,12,7,6.6,12,5.25,0,0,0,0,0,0,32
2055,0,0,0,0,1,0,1,0,0,1,0,6,0,1,7,1,10,7,10,6.5,7,6.4,0,0,0,0,0,0,414
2056,0,0,0,0,2,0,0,0,0,0,0,6,0,3,3,6,18,18,7,7.5,8,6.5,0,0,0,0,0,0,31
2057,0,0,0,0,3,1,0,0,0,0,0,7,3,3,3,6,32,7,32,10.85714286,5.25,18.33333333,0,0,0,0,0,0,31
2058,0,0,0,0,2,0,0,0,0,1,0,15,16,3,11,3,64,11,64,14.13333333,11,14.35714286,2,0,0,0,0,0,16
2059,0,0,0,0,2,0,1,0,0,2,0,4,3,3,3,5,7,4,7,4.75,3.5,6,0,1,0,0,0,0,580
2060,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,20,20,0,11.5,11.5,0,0,0,0,0,0,0,241
2061,0,0,0,1,3,0,0,0,0,0,0,12,9,2,4,2,32,20,32,8.666666667,8.666666667,8.666666667,0,0,0,0,0,2,51
2062,0,0,0,1,2,0,0,0,0,1,0,3,1,5,10,5,11,11,5,8.666666667,10.5,5,0,0,0,0,0,0,8
2063,0,0,0,0,2,0,0,0,0,0,0,2,0,5,5,0,11,11,0,8,8,0,0,0,0,0,0,0,8
2064,0,0,0,0,3,1,0,0,0,0,0,12,4,2,3,2,16,16,15,5.583333333,9.5,4.8,4,0,0,0,0,0,30
2065,0,0,0,0,2,0,0,0,0,0,0,5,0,4,4,5,12,12,8,7,8,6.333333333,0,0,0,0,0,0,23
2066,0,0,0,0,2,0,0,0,0,1,0,4,0,4,4,4,8,7,8,5.75,5.5,6,0,0,0,0,0,0,48
2067,0,0,0,0,1,1,0,0,0,1,0,7,1,2,10,2,32,10,32,10,10,10,3,0,0,0,0,0,57
2068,0,0,0,0,2,1,0,0,0,0,0,6,0,1,3,1,5,5,4,3.166666667,4,2.75,0,0,0,0,0,0,0
2069,0,0,0,0,2,0,0,0,0,0,0,2,5,13,13,0,13,13,0,13,13,0,0,0,0,0,0,0,241
2070,0,0,0,0,3,0,0,0,0,0,0,10,3,2,3,2,14,14,9,5.6,8.5,4.875,0,0,0,0,0,0,3822
2071,0,1,0,0,3,1,1,0,0,1,0,12,4,3,3,3,11,6,11,5.666666667,4.5,5.9,0,0,0,0,0,0,0
2072,0,0,0,0,2,0,1,0,0,0,0,2,0,5,5,0,8,8,0,6.5,6.5,0,0,0,0,0,0,0,7
2073,0,0,0,0,3,0,0,0,0,1,0,3,3,3,3,0,4,4,0,3.333333333,3.333333333,0,0,0,0,0,0,2,96
2074,0,0,0,0,2,0,0,1,0,1,0,5,0,3,6,3,11,10,11,8,8,8,0,0,0,0,0,0,69
2076,0,0,0,0,1,0,0,0,0,1,0,2,4,10,10,32,32,10,32,21,10,32,0,0,0,0,0,0,0
2077,0,0,0,0,1,0,0,0,0,0,0,4,3,3,3,0,9,9,0,5.75,5.75,0,0,0,0,0,0,0,3
2078,0,0,0,0,2,1,0,0,0,0,0,7,3,2,15,2,32,15,32,10.14285714,15,9.333333333,3,0,0,0,0,0,11
2079,0,0,0,0,3,0,0,0,0,2,0,10,4,1,3,1,10,9,10,5.9,6,5.875,0,0,0,0,0,0,206
2080,0,0,0,0,2,0,1,0,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0,0,0,0,0,0,0,101
2081,0,0,0,0,2,0,0,0,0,0,0,6,6,1,3,1,13,13,9,6.166666667,8,5.25,0,0,0,0,0,0,7
2082,0,0,0,0,2,0,1,0,0,1,0,2,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,55
2083,0,0,0,0,2,0,0,0,0,0,0,4,0,3,8,3,8,8,5,4.75,8,3.666666667,0,0,0,0,0,0,56
2084,0,0,0,0,3,0,0,1,0,0,0,6,8,1,1,4,15,14,15,7.166666667,6,9.5,0,0,0,0,0,0,21
2085,0,1,1,1,3,0,0,0,0,0,0,11,0,2,2,2,9,3,9,3.727272727,2.75,4.285714286,0,0,0,0,0,2,0
2086,0,0,0,0,3,0,0,0,0,0,0,4,6,3,3,3,12,10,12,7,6.5,7.5,0,0,0,0,0,0,43
2087,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,145
2088,0,0,0,0,1,0,0,0,0,0,0,2,2,7,7,13,13,7,13,10,7,13,0,1,0,0,0,0,25
2089,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,152
2090,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,7,18,18,10,9.5,10.5,8.5,0,0,0,0,0,0,139
2091,0,0,0,0,2,0,0,0,0,0,0,8,1,1,5,1,28,6,28,7.25,5.5,7.833333333,1,1,0,0,0,0,10
2092,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,8,8,0,5.5,5.5,0,0,0,0,0,0,0,592
2093,0,0,0,0,1,0,0,0,0,1,0,4,2,2,19,2,32,19,32,15.75,19,14.66666667,0,0,0,0,0,0,30
2094,0,0,0,0,3,1,0,0,0,1,0,10,4,2,3,2,26,12,26,7,7.5,6.875,0,0,0,0,0,0,32
2095,0,0,0,0,3,0,0,1,0,0,0,8,1,1,1,4,9,9,4,5.125,5.5,4,0,0,0,0,0,0,21
2096,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,70
2097,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,18,18,10,7.142857143,10.5,5.8,0,0,0,0,0,0,0
2098,0,0,0,0,3,0,0,0,0,0,0,6,3,2,3,2,12,12,9,6,7.5,5.25,1,0,0,0,0,0,38
2099,0,0,0,0,3,0,1,0,0,0,0,5,3,2,2,3,6,6,5,3.8,3.666666667,4,0,0,0,0,0,0,25
2100,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0,0,0,0,0,0,0,995
2101,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,19,19,0,11,11,0,0,0,0,0,0,0,57
2102,0,0,0,0,3,0,0,0,0,0,0,6,3,1,3,1,9,9,4,3.333333333,6,2,0,0,0,0,0,0,8
2103,0,0,0,0,3,0,0,0,0,1,0,4,3,3,3,3,6,6,5,4.25,4.5,4,0,0,0,0,0,0,100
2104,0,0,0,0,2,0,1,0,0,1,0,2,3,3,3,0,7,7,0,5,5,0,0,0,0,0,0,0,74
2105,0,0,0,0,2,0,0,0,0,0,0,1,0,8,8,0,8,8,0,8,8,0,0,0,0,0,0,0,131
2106,0,1,0,0,2,0,0,0,0,1,0,3,4,3,3,14,17,17,14,11.33333333,10,14,0,0,0,0,0,0,207
2107,0,0,0,0,2,0,0,0,0,1,0,5,8,2,3,2,32,19,32,13.2,11,14.66666667,0,0,0,0,0,0,30
2108,0,0,0,0,2,0,0,0,0,0,0,3,2,3,3,10,10,5,10,6,4,10,0,0,0,0,1,0,8
2109,0,0,0,0,2,0,0,0,0,0,0,2,2,9,9,0,13,13,0,11,11,0,0,1,0,0,0,0,233
2110,0,0,0,0,3,1,0,1,0,0,0,9,0,2,8,2,9,9,6,5.111111111,8.5,4.142857143,0,0,0,0,0,0,0
2111,0,0,0,0,3,1,0,0,0,1,0,20,20,3,5,3,32,5,32,14.2,5,14.68421053,0,0,0,0,0,0,39
2112,0,0,0,0,2,0,0,0,0,0,0,5,0,2,2,4,11,11,4,5,6.5,4,0,0,0,0,0,0,140
2113,0,0,0,0,3,0,0,0,0,1,0,6,5,3,3,3,10,10,8,6,6.5,5.75,0,0,0,0,0,0,0
2114,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,102
2115,0,0,0,0,2,1,0,0,0,0,0,7,7,2,12,2,53,21,53,15.28571429,16.5,14.8,4,0,0,0,0,0,0
2116,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,16,16,0,9.5,9.5,0,0,0,0,0,0,0,148
2117,0,0,0,0,3,0,0,0,0,0,0,5,0,2,2,3,9,9,3,5.8,6.5,3,0,0,0,0,0,0,4
2118,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,6,6,0,4.5,4.5,0,0,0,0,0,0,0,90
2119,0,0,0,0,2,0,0,0,0,1,0,2,5,3,3,0,19,19,0,11,11,0,0,0,0,0,0,0,260
2120,0,0,0,0,2,1,0,0,0,1,0,4,1,7,7,9,10,10,9,8.5,8.333333333,9,0,0,0,0,0,0,152
2121,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,9,9,0,8.5,8.5,0,0,1,0,0,0,0,123
2122,0,0,0,1,3,0,0,1,0,0,0,9,3,1,1,2,14,14,5,4.888888889,5.666666667,3.333333333,0,0,0,0,0,0,0
2123,0,0,0,0,3,0,1,0,0,0,0,8,1,2,3,2,32,11,32,11.5,7,13,0,0,0,0,0,0,30
2124,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7,7,0,0,0,0,0,0,0,184
2125,0,1,0,0,3,0,0,0,0,0,0,9,4,2,10,2,14,11,14,6.888888889,10.5,5.857142857,0,0,0,0,0,0,1
2126,0,0,0,0,3,0,0,0,0,0,0,18,3,3,18,3,31,18,31,10.44444444,18,10,0,0,0,0,0,0,11
2127,0,0,0,0,2,1,0,0,0,0,0,4,3,2,3,2,4,4,2,3,3.333333333,2,0,0,0,0,0,0,35
2128,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,0,0,0,0,0,67
2129,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,17,17,0,10,10,0,0,0,0,0,0,0,97
2130,0,0,0,0,3,1,0,0,0,0,0,14,8,2,14,2,14,14,13,5.714285714,14,5.076923077,4,0,0,0,0,0,6
2131,0,1,0,0,3,1,0,0,0,1,0,11,4,2,3,2,12,12,9,6,7.5,5.666666667,3,0,0,0,0,0,4
2132,0,0,0,0,2,1,0,0,0,0,0,3,4,2,2,0,4,4,0,3,3,0,0,0,0,0,0,0,253
2133,0,0,0,0,2,0,0,0,0,1,0,2,0,6,6,0,12,12,0,9,9,0,0,0,0,0,0,0,103
2134,0,0,0,0,2,0,0,0,0,1,0,4,1,2,8,2,9,9,6,6.25,8.5,4,1,0,0,0,0,0,116
